label,text,label_num,clean_text,char_count,word_count,clean_words,avg_word_len,url,number,exclaim_count,uppercase_ratio
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",0,im gonna home soon dont want talk stuff anymore tonight ive cried enough today,109,21,14,4.238095238095238,0,0,0,0.01834862385321101
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,six chances win cash pounds txt csh send cost pday days tsandcs apply reply hl info,136,26,16,4.269230769230769,0,1,1,0.125
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,urgent week free membership prize jackpot txt word claim tc lccltd pobox ldnw rw,155,26,14,5.0,1,1,2,0.25806451612903225
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0,ive searching right words thank breather promise wont take help granted fulfil promise wonderful blessing times,196,37,16,4.324324324324325,0,0,0,0.015306122448979591
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,0,date sunday,35,8,2,3.5,0,0,2,0.7428571428571429
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1,xxxmobilemovieclub use credit click wap link next txt message click xxxmobilemovieclubcomnqjkgighjjgcbl,149,19,11,6.894736842105263,1,0,0,0.15436241610738255
ham,Oh k...i'm watching here:),0,oh kim watching,26,4,3,5.75,0,0,0,0.038461538461538464
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,0,eh remember spell name yes naughty make wet,81,19,8,3.3157894736842106,0,1,0,0.037037037037037035
ham,Fine if thats the way u feel. Thats the way its gota b,0,fine thats way feel thats way gota,56,13,7,3.3846153846153846,0,0,0,0.03571428571428571
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",1,england macedonia dont miss goalsteam news txt ur national team eg england trywales scotland txtú poboxox wq,155,24,17,5.5,0,1,0,0.2064516129032258
ham,Is that seriously how you spell his name?,0,seriously spell name,41,8,3,4.25,0,0,0,0.024390243902439025
ham,I‘m going to try for 2 months ha ha only joking,0,i‘m going try months ha ha joking,47,11,7,3.3636363636363638,0,1,0,0.02127659574468085
ham,So ü pay first lar... Then when is da stock comin...,0,pay first lar da stock comin,52,11,6,3.8181818181818183,0,0,0,0.038461538461538464
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0,aft finish lunch go str lor ard smth lor finish ur lunch already,88,20,13,3.45,0,1,0,0.03409090909090909
ham,Ffffffffff. Alright no way I can meet up with you sooner?,0,ffffffffff alright way meet sooner,57,11,5,4.2727272727272725,0,0,0,0.05263157894736842
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0,forced eat slice im really hungry tho sucks mark getting worried knows im sick turn pizza lol,144,28,17,4.178571428571429,0,0,0,0.05555555555555555
ham,Lol your always so convincing.,0,lol always convincing,30,5,3,5.2,0,0,0,0.03333333333333333
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0,catch bus frying egg make tea eating moms left dinner feel love,134,32,12,3.21875,0,0,0,0.04477611940298507
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",0,im back amp packing car ill let know theres room,75,15,10,4.066666666666666,0,0,0,0.02666666666666667
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0,ahhh work vaguely remember feel like lol,64,12,7,4.416666666666667,0,0,1,0.078125
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0,wait thats still clear sure sarcastic thats doesnt want live us,130,26,11,4.038461538461538,0,0,0,0.007692307692307693
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0,yeah got apologetic fallen actin like spoilt child got caught till wont go badly cheers,189,41,15,3.6097560975609757,0,1,2,0.026455026455026454
ham,K tell me anything about you.,0,tell anything,29,6,2,4.0,0,0,0,0.034482758620689655
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,0,fear fainting housework quick cuppa,84,17,5,4.0,0,0,0,0.023809523809523808
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1,thanks subscription ringtone uk mobile charged month please confirm replying yes reply charged,158,29,13,4.482758620689655,0,1,0,0.08227848101265822
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0,yup ok go home look timings msg xuhui going learn nd may lesson,122,28,13,3.392857142857143,0,1,0,0.02459016393442623
ham,"Oops, I'll let you know when my roommate's done",0,oops ill let know roommates done,47,9,6,4.333333333333333,0,0,0,0.0425531914893617
ham,I see the letter B on my car,0,see letter car,28,8,3,2.625,0,0,0,0.07142857142857142
ham,Anything lor... U decide...,0,anything lor decide,27,4,3,6.0,0,0,0,0.07407407407407407
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0,hello hows saturday go texting see youd decided anything tomo im trying invite anything,155,30,14,4.2,0,0,2,0.025806451612903226
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0,pls go ahead watts wanted sure great weekend abiola,82,17,9,3.8823529411764706,0,0,0,0.04878048780487805
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0,forget tell want need crave love sweet arabian steed mmmmmm yummy,142,34,11,3.2058823529411766,0,0,0,0.07042253521126761
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1,rodger burns msg tried call reply sms free nokia mobile free camcorder please call delivery tomorrow,172,33,16,4.242424242424242,0,1,0,0.040697674418604654
ham,WHO ARE YOU SEEING?,0,seeing,19,4,1,4.0,0,0,0,0.7894736842105263
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0,great hope like man well endowed ltgt inches,72,13,8,4.461538461538462,0,0,1,0.041666666666666664
ham,No calls..messages..missed calls,0,callsmessagesmissed calls,32,3,2,10.0,0,0,0,0.03125
ham,Didn't you get hep b immunisation in nigeria.,0,didnt get hep immunisation nigeria,45,8,5,4.75,0,0,0,0.022222222222222223
ham,"Fair enough, anything going on?",0,fair enough anything going,31,5,4,5.4,0,0,0,0.03225806451612903
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",0,yeah hopefully tyler cant could maybe ask around bit,67,14,9,3.857142857142857,0,0,0,0.029850746268656716
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0,dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospitals weak suckers,148,30,17,3.966666666666667,0,0,0,0.0472972972972973
ham,What you thinked about me. First time you saw me in class.,0,thinked first time saw class,58,12,5,3.9166666666666665,0,0,0,0.034482758620689655
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0,gram usually runs like ltgt half eighth smarter though gets almost whole second gram ltgt,124,23,15,4.3478260869565215,0,0,0,0.008064516129032258
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0,fyi ride early tomorrow morning hes crashing place tonight,80,16,9,4.0625,0,0,0,0.0125
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0,wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing,289,55,26,4.2727272727272725,0,0,0,0.02422145328719723
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv,120,22,18,4.5,0,0,0,0.2
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0,know mallika sherawat yesterday find lturlgt,76,13,6,4.846153846153846,0,0,0,0.09210526315789473
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,congrats year special cinema pass call suprman matrix starwars etc free bx ip pm dont miss,161,27,16,4.962962962962963,0,1,4,0.07453416149068323
ham,"Sorry, I'll call later in meeting.",0,sorry ill call later meeting,34,6,5,4.833333333333333,0,0,0,0.058823529411764705
ham,Tell where you reached,0,tell reached,22,4,2,4.75,0,0,0,0.045454545454545456
ham,Yes..gauti and sehwag out of odi series.,0,yesgauti sehwag odi series,40,7,4,4.857142857142857,0,0,0,0.025
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0,gonna pick burger way home cant even move pain killing,108,23,10,3.739130434782609,0,1,0,0.027777777777777776
ham,Ha ha ha good joke. Girls are situation seekers.,0,ha ha ha good joke girls situation seekers,48,9,8,4.444444444444445,0,0,0,0.041666666666666664
ham,Its a part of checking IQ,0,part checking iq,25,6,3,3.3333333333333335,0,0,0,0.12
ham,"Sorry my roommates took forever, it ok if I come by now?",0,sorry roommates took forever ok come,56,12,6,3.75,0,0,0,0.03571428571428571
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0,ok lar double check wif da hair dresser already said wun cut short said cut look nice,110,24,17,3.625,0,0,0,0.01818181818181818
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1,valued customer pleased advise following recent review mob awarded bonus prize call,152,28,12,4.464285714285714,0,1,0,0.039473684210526314
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0,today song dedicated day song dedicate send ur valuable frnds first rply,122,23,12,4.3478260869565215,0,0,0,0.02459016393442623
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,urgent ur awarded complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt ls aj,159,22,15,6.2727272727272725,0,1,0,0.1509433962264151
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",1,hear new divorce barbie comes kens stuff,78,15,7,4.266666666666667,0,0,1,0.0641025641025641
ham,I plane to give on this month end.,0,plane give month end,34,8,4,3.375,0,0,0,0.029411764705882353
ham,Wah lucky man... Then can save money... Hee...,0,wah lucky man save money hee,46,8,6,4.875,0,0,0,0.06521739130434782
ham,Finished class where are you.,0,finished class,29,5,2,5.0,0,0,0,0.034482758620689655
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0,hi babe im home wanna something xx,45,10,7,3.6,0,0,0,0.7777777777777778
ham,K..k:)where are you?how did you performed?,0,kkwhere youhow performed,42,6,3,6.166666666666667,0,0,0,0.023809523809523808
ham,U can call me now...,0,call,20,5,1,3.2,0,0,0,0.05
ham,I am waiting machan. Call me once you free.,0,waiting machan call free,43,9,4,3.888888888888889,0,0,0,0.046511627906976744
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,0,thats cool gentleman treat dignity respect,73,14,6,4.285714285714286,0,0,0,0.0136986301369863
ham,I like you peoples very much:) but am very shy pa.,0,like peoples much shy pa,50,11,5,3.6363636363636362,0,0,0,0.02
ham,Does not operate after  &lt;#&gt;  or what,0,operate ltgt,42,7,2,4.857142857142857,0,0,0,0.023809523809523808
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,0,still looking job much tas earn,76,16,6,3.8125,0,0,0,0.05263157894736842
ham,"Sorry, I'll call later",0,sorry ill call later,22,4,4,4.75,0,0,0,0.09090909090909091
ham,K. Did you call me just now ah? ,0,call ah,32,8,2,3.0,0,0,0,0.0625
ham,Ok i am on the way to home hi hi,0,ok way home hi hi,32,10,5,2.3,0,0,0,0.03125
ham,You will be in the place of that man,0,place man,36,9,2,3.111111111111111,0,0,0,0.027777777777777776
ham,Yup next stop.,0,yup next stop,14,3,3,4.0,0,0,0,0.07142857142857142
ham,"I call you later, don't have network. If urgnt, sms me.",0,call later dont network urgnt sms,55,11,6,4.090909090909091,0,0,0,0.03636363636363636
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0,real getting yo need tickets one jacket im done already used multis,121,26,12,3.6923076923076925,0,1,0,0.03305785123966942
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0,yes started send requests make pain came back im back bed double coins factory gotta cash nitros,144,31,17,3.6774193548387095,0,0,0,0.034722222222222224
ham,I'm really not up to it still tonight babe,0,im really still tonight babe,42,9,5,3.7777777777777777,0,0,0,0.023809523809523808
ham,"Ela kano.,il download, come wen ur free..",0,ela kanoil download come wen ur free,41,7,7,5.0,0,0,0,0.024390243902439025
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,0,yeah don‘t stand close tho you‘ll catch something,58,10,8,4.9,0,0,2,0.034482758620689655
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0,sorry pain ok meet another night spent late afternoon casualty means havent done stuff moro includes time sheets sorry,195,39,19,4.0,0,1,0,0.020512820512820513
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,smile pleasure smile pain smile trouble pours like rain smile sum hurts smile becoz someone still loves see smiling,141,26,19,4.461538461538462,0,1,2,0.1347517730496454
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,please call customer service representative pm guaranteed cash prize,137,23,9,5.0,0,1,1,0.029197080291970802
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0,havent planning buy later check already lido got show afternoon finish work already,107,20,13,4.4,0,1,0,0.028037383177570093
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,free ringtone waiting collected simply text password mix verify get usher britney fml po box mk ppw,158,29,17,4.482758620689655,0,1,0,0.11392405063291139
ham,Watching telugu movie..wat abt u?,0,watching telugu moviewat abt,33,5,4,5.8,0,0,0,0.030303030303030304
ham,i see. When we finish we have loads of loans to pay,0,see finish loads loans pay,51,12,5,3.3333333333333335,0,0,0,0.0196078431372549
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",0,hi wk ok hols yes bit run forgot hairdressers appointment four need get home shower beforehand cause prob,178,38,18,3.710526315789474,0,0,1,0.028089887640449437
ham,I see a cup of coffee animation,0,see cup coffee animation,31,7,4,3.5714285714285716,0,0,0,0.03225806451612903
ham,Please don't text me anymore. I have nothing else to say.,0,please dont text anymore nothing else say,57,11,7,4.2727272727272725,0,0,0,0.03508771929824561
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0,okay name ur price long legal wen pick ave ams xx,81,21,11,2.9047619047619047,0,0,1,0.04938271604938271
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,im still looking car buy gone driving test yet,76,16,9,3.8125,0,1,0,0.02631578947368421
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still says boston,183,36,21,4.111111111111111,0,0,1,0.02185792349726776
ham,Umma my life and vava umma love you lot dear,0,umma life vava umma love lot dear,44,10,7,3.5,0,0,0,0.022727272727272728
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,thanks lot wishes birthday thanks making birthday truly memorable,95,17,9,4.647058823529412,0,0,0,0.021052631578947368
ham,"Aight, I'll hit you up when I get some cash",0,aight ill hit get cash,43,10,5,3.4,0,0,0,0.06976744186046512
ham,How would my ip address test that considering my computer isn't a minecraft server,0,would ip address test considering computer isnt minecraft server,82,14,9,4.928571428571429,0,0,0,0.012195121951219513
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,know grumpy old people mom like better lying always one play jokes,115,24,12,3.8333333333333335,0,0,1,0.043478260869565216
ham,Dont worry. I guess he's busy.,0,dont worry guess hes busy,30,6,5,4.166666666666667,0,0,0,0.06666666666666667
ham,What is the plural of the noun research?,0,plural noun research,40,8,3,4.125,0,0,0,0.025
ham,Going for dinner.msg you after.,0,going dinnermsg,31,5,2,5.4,0,0,0,0.03225806451612903
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,im ok wif cos like try new things scared dun like mah cos said loud,96,24,15,3.0416666666666665,0,1,0,0.03125
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,gent trying contact last weekends draw shows prize guaranteed call claim code valid hrs ppm,158,27,15,4.888888888888889,0,1,1,0.13291139240506328
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0,wa ur openin sentence formal anyway im fine juz tt im eatin much puttin weighthaha anythin special happened,143,24,18,5.0,0,0,0,0.027972027972027972
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went,156,32,15,3.90625,0,1,2,0.07051282051282051
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,winner specially selected receive holiday flights inc speak live operator claim pmin,152,27,12,4.62962962962963,0,1,0,0.013157894736842105
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,goodo yes must speak friday eggpotato ratio tortilla needed,72,12,9,5.0,0,0,2,0.027777777777777776
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0,hmmmy uncle informed hes paying school directly pls buy food,86,15,10,4.8,0,0,0,0.023255813953488372
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,private account statement shows unredeemed bonus points claim call identifier code expires,144,20,12,6.25,0,1,1,0.1111111111111111
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,urgent mobile awarded bonus caller prize final try contact call landline box wr ppm,156,26,14,5.038461538461538,0,1,2,0.16025641025641027
ham,here is my new address -apples&pairs&all that malarky,0,new address applespairsall malarky,53,8,4,5.75,0,0,0,0.0
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,todays voda numbers ending selected receive award match please call quoting claim code standard rates app,156,27,16,4.814814814814815,0,1,0,0.019230769230769232
ham,I am going to sao mu today. Will be done only at 12 ,0,going sao mu today done,52,13,5,3.0,0,1,0,0.038461538461538464
ham,Ü predict wat time ü'll finish buying?,0,predict wat time üll finish buying,38,7,6,4.571428571428571,0,0,0,0.02631578947368421
ham,"Good stuff, will do.",0,good stuff,20,4,2,4.25,0,0,0,0.05
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise,244,46,18,4.326086956521739,0,0,0,0.01639344262295082
ham,Are you there in room.,0,room,22,5,1,3.6,0,0,0,0.045454545454545456
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0,hey girl hope well del bak long time give call sum time lucyxx,107,27,13,3.0,0,0,2,0.7009345794392523
ham,K..k:)how much does it cost?,0,kkhow much cost,28,5,3,4.8,0,0,0,0.03571428571428571
ham,I'm home.,0,im home,9,2,2,4.0,0,0,0,0.1111111111111111
ham,"Dear, will call Tmorrow.pls accomodate.",0,dear call tmorrowpls accomodate,39,5,4,7.0,0,0,0,0.05128205128205128
ham,First answer my question.,0,first answer question,25,4,3,5.5,0,0,0,0.04
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1,sunshine quiz wkly win top sony dvd player know country algarve txt ansr sptyrone,125,25,14,4.04,0,1,1,0.112
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,want get laid tonight want real dogging locations sent direct ur mob join uks largest dogging network bt txting gravel nt ec pmsg,162,28,23,4.821428571428571,0,1,1,0.09876543209876543
ham,I only haf msn. It's yijue@hotmail.com,0,haf msn yijuehotmailcom,38,6,3,5.5,1,0,0,0.05263157894736842
ham,He is there. You call and meet him,0,call meet,34,8,2,3.375,0,0,0,0.058823529411764705
ham,No no. I will check all rooms befor activities,0,check rooms befor activities,46,9,4,4.222222222222222,0,0,0,0.043478260869565216
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,youll rcv msgs chat svc free hardcore services text go get nothing must age verify yr network try,155,32,18,3.875,0,1,0,0.07741935483870968
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0,got lazy type forgot lect saw pouch like nice,85,20,9,3.3,0,0,0,0.047058823529411764
ham,"K, text me when you're on the way",0,text youre way,33,8,3,3.25,0,0,0,0.030303030303030304
ham,"Sir, Waiting for your mail.",0,sir waiting mail,27,5,3,4.6,0,0,0,0.07407407407407407
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0,swt thought nver get tired little things lovable persons cozsomtimes little things occupy biggest part hearts gud ni,156,26,18,5.038461538461538,0,1,0,0.03205128205128205
ham,I know you are. Can you pls open the back?,0,know pls open back,42,10,4,3.3,0,0,0,0.047619047619047616
ham,Yes see ya not on the dot,0,yes see ya dot,25,7,4,2.7142857142857144,0,0,0,0.04
ham,Whats the staff name who is taking class for us?,0,whats staff name taking class us,48,10,6,3.9,0,0,0,0.020833333333333332
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,freemsg havent replied text im randy sexy female live local luv hear netcollex ltd per msg reply stop end,159,29,19,4.517241379310345,0,1,0,0.05660377358490566
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,ummmawill call check inour life begin qatar pls pray hard,84,15,10,4.666666666666667,0,0,0,0.011904761904761904
ham,K..i deleted my contact that why?,0,ki deleted contact,33,6,3,4.666666666666667,0,0,0,0.030303030303030304
ham,Sindu got job in birla soft ..,0,sindu got job birla soft,30,7,5,3.4285714285714284,0,0,0,0.03333333333333333
ham,The wine is flowing and i'm i have nevering..,0,wine flowing im nevering,45,9,4,4.111111111111111,0,0,0,0.022222222222222223
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,yup thk cine better cos need go plaza mah,59,15,9,3.0,0,1,0,0.01694915254237288
ham,Ok... Ur typical reply...,0,ok ur typical reply,25,4,4,5.5,0,0,0,0.08
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots tv shows ill see guess like things must exist like rain hail mist time done become one,384,80,36,3.8125,0,0,0,0.013020833333333334
ham,Aaooooright are you at work?,0,aaooooright work,28,5,2,4.8,0,0,0,0.03571428571428571
ham,I'm leaving my house now...,0,im leaving house,27,5,3,4.6,0,0,0,0.037037037037037035
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,hello love get interview today happy good boy think meare missing,157,33,11,3.787878787878788,0,0,0,0.044585987261146494
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,customer service annoncement new years delivery waiting please call arrange delivery,124,19,11,5.578947368421052,0,1,0,0.04032258064516129
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,winner specially selected receive cash holiday flights inc speak live operator claim,145,27,12,4.407407407407407,0,1,0,0.013793103448275862
